region_level,region_sido,region_sigungu,candidate_no,candidate_name,party,votes,vote_share_pct,electorate,voted,turnout_pct
national,,,1,이재명,더불어민주당,17287513,49.4203,44391871,35236497,79.376
national,,,2,김문수,국민의힘,14395639,41.1532,44391871,35236497,79.376
national,,,4,이준석,개혁신당,2917523,8.3404,44391871,35236497,79.376
national,,,5,권영국,민주노동당,344150,0.9838,44391871,35236497,79.376
sido,강원특별자치도,,1,이재명,더불어민주당,449161,43.9585,1327019,1029407,77.5729
sido,강원특별자치도,,2,김문수,국민의힘,483360,47.3055,1327019,1029407,77.5729
sido,강원특별자치도,,4,이준석,개혁신당,78704,7.7026,1327019,1029407,77.5729
sido,강원특별자치도,,5,권영국,민주노동당,9422,0.9221,1327019,1029407,77.5729
sido,경기도,,1,이재명,더불어민주당,4821148,52.2073,11715343,9297448,79.3613
sido,경기도,,2,김문수,국민의힘,3504620,37.9508,11715343,9297448,79.3613
sido,경기도,,4,이준석,개혁신당,816435,8.841,11715343,9297448,79.3613
sido,경기도,,5,권영국,민주노동당,84074,0.9104,11715343,9297448,79.3613
sido,경상남도,,1,이재명,더불어민주당,851733,39.4021,2776028,2179989,78.5291
sido,경상남도,,2,김문수,국민의힘,1123843,51.9902,2776028,2179989,78.5291
sido,경상남도,,4,이준석,개혁신당,161579,7.4748,2776028,2179989,78.5291
sido,경상남도,,5,권영국,민주노동당,21809,1.0089,2776028,2179989,78.5291
sido,경상북도,,1,이재명,더불어민주당,442683,25.529,2213614,1747364,78.9372
sido,경상북도,,2,김문수,국민의힘,1159594,66.8723,2213614,1747364,78.9372
sido,경상북도,,4,이준석,개혁신당,116094,6.695,2213614,1747364,78.9372
sido,경상북도,,5,권영국,민주노동당,13884,0.8007,2213614,1747364,78.9372
sido,광주광역시,,1,이재명,더불어민주당,844682,84.7713,1194471,1002149,83.899
sido,광주광역시,,2,김문수,국민의힘,79937,8.0224,1194471,1002149,83.899
sido,광주광역시,,4,이준석,개혁신당,62104,6.2327,1194471,1002149,83.899
sido,광주광역시,,5,권영국,민주노동당,8767,0.8798,1194471,1002149,83.899
sido,대구광역시,,1,이재명,더불어민주당,379130,23.2266,2049078,1643051,80.1849
sido,대구광역시,,2,김문수,국민의힘,1103913,67.6288,2049078,1643051,80.1849
sido,대구광역시,,4,이준석,개혁신당,135376,8.2935,2049078,1643051,80.1849
sido,대구광역시,,5,권영국,민주노동당,12531,0.7677,2049078,1643051,80.1849
sido,대전광역시,,1,이재명,더불어민주당,470321,48.5063,1241882,977609,78.72
sido,대전광역시,,2,김문수,국민의힘,393549,40.5885,1241882,977609,78.72
sido,대전광역시,,4,이준석,개혁신당,94724,9.7693,1241882,977609,78.72
sido,대전광역시,,5,권영국,민주노동당,9905,1.0215,1241882,977609,78.72
sido,부산광역시,,1,이재명,더불어민주당,895213,40.1403,2865552,2245755,78.3708
sido,부산광역시,,2,김문수,국민의힘,1146238,51.3959,2865552,2245755,78.3708
sido,부산광역시,,4,이준석,개혁신당,168473,7.5541,2865552,2245755,78.3708
sido,부산광역시,,5,권영국,민주노동당,18189,0.8156,2865552,2245755,78.3708
sido,서울특별시,,1,이재명,더불어민주당,3105459,47.1302,8293885,6641606,80.0783
sido,서울특별시,,2,김문수,국민의힘,2738405,41.5596,8293885,6641606,80.0783
sido,서울특별시,,4,이준석,개혁신당,655346,9.9459,8293885,6641606,80.0783
sido,서울특별시,,5,권영국,민주노동당,83900,1.2733,8293885,6641606,80.0783
sido,세종특별자치시,,1,이재명,더불어민주당,140620,55.6283,307067,254695,82.9444
sido,세종특별자치시,,2,김문수,국민의힘,83965,33.216,307067,254695,82.9444
sido,세종특별자치시,,4,이준석,개혁신당,25004,9.8914,307067,254695,82.9444
sido,세종특별자치시,,5,권영국,민주노동당,2961,1.1714,307067,254695,82.9444
sido,울산광역시,,1,이재명,더불어민주당,315820,42.5418,934509,747950,80.0367
sido,울산광역시,,2,김문수,국민의힘,353180,47.5743,934509,747950,80.0367
sido,울산광역시,,4,이준석,개혁신당,63177,8.5101,934509,747950,80.0367
sido,울산광역시,,5,권영국,민주노동당,9299,1.2526,934509,747950,80.0367
sido,인천광역시,,1,이재명,더불어민주당,1044295,51.6766,2619348,2035355,77.7046
sido,인천광역시,,2,김문수,국민의힘,776952,38.4472,2619348,2035355,77.7046
sido,인천광역시,,4,이준석,개혁신당,176739,8.7459,2619348,2035355,77.7046
sido,인천광역시,,5,권영국,민주노동당,20743,1.0265,2619348,2035355,77.7046
sido,전라남도,,1,이재명,더불어민주당,1111941,85.8746,1559431,1303365,83.5795
sido,전라남도,,2,김문수,국민의힘,110624,8.5434,1559431,1303365,83.5795
sido,전라남도,,4,이준석,개혁신당,60822,4.6972,1559431,1303365,83.5795
sido,전라남도,,5,권영국,민주노동당,9352,0.7222,1559431,1303365,83.5795
sido,전북특별자치도,,1,이재명,더불어민주당,1023272,82.6546,1510908,1246099,82.4735
sido,전북특별자치도,,2,김문수,국민의힘,134996,10.9043,1510908,1246099,82.4735
sido,전북특별자치도,,4,이준석,개혁신당,67961,5.4895,1510908,1246099,82.4735
sido,전북특별자치도,,5,권영국,민주노동당,10061,0.8127,1510908,1246099,82.4735
sido,제주특별자치도,,1,이재명,더불어민주당,228729,54.7661,565255,421576,74.5816
sido,제주특별자치도,,2,김문수,국민의힘,145290,34.7878,565255,421576,74.5816
sido,제주특별자치도,,4,이준석,개혁신당,36909,8.8374,565255,421576,74.5816
sido,제주특별자치도,,5,권영국,민주노동당,6191,1.4824,565255,421576,74.5816
sido,충청남도,,1,이재명,더불어민주당,661316,47.6821,1839339,1397521,75.9795
sido,충청남도,,2,김문수,국민의힘,600108,43.2689,1839339,1397521,75.9795
sido,충청남도,,4,이준석,개혁신당,111092,8.0099,1839339,1397521,75.9795
sido,충청남도,,5,권영국,민주노동당,12893,0.9296,1839339,1397521,75.9795
sido,충청북도,,1,이재명,더불어민주당,501990,47.4724,1379142,1065558,77.2624
sido,충청북도,,2,김문수,국민의힘,457065,43.2239,1379142,1065558,77.2624
sido,충청북도,,4,이준석,개혁신당,86984,8.2259,1379142,1065558,77.2624
sido,충청북도,,5,권영국,민주노동당,10169,0.9617,1379142,1065558,77.2624
sigungu,강원특별자치도,강릉시,1,이재명,더불어민주당,57546,41.4268,183191,139882,76.3586
sigungu,강원특별자치도,강릉시,2,김문수,국민의힘,69408,49.9662,183191,139882,76.3586
sigungu,강원특별자치도,강릉시,4,이준석,개혁신당,10578,7.615,183191,139882,76.3586
sigungu,강원특별자치도,강릉시,5,권영국,민주노동당,1236,0.8898,183191,139882,76.3586
sigungu,강원특별자치도,고성군,1,이재명,더불어민주당,7890,41.2506,24393,19289,79.076
sigungu,강원특별자치도,고성군,2,김문수,국민의힘,9835,51.4195,24393,19289,79.076
sigungu,강원특별자치도,고성군,4,이준석,개혁신당,1237,6.4673,24393,19289,79.076
sigungu,강원특별자치도,고성군,5,권영국,민주노동당,143,0.7476,24393,19289,79.076
sigungu,강원특별자치도,동해시,1,이재명,더불어민주당,24197,42.1683,75688,57784,76.345
sigungu,강원특별자치도,동해시,2,김문수,국민의힘,28536,49.7299,75688,57784,76.345
sigungu,강원특별자치도,동해시,4,이준석,개혁신당,4072,7.0963,75688,57784,76.345
sigungu,강원특별자치도,동해시,5,권영국,민주노동당,494,0.8609,75688,57784,76.345
sigungu,강원특별자치도,삼척시,1,이재명,더불어민주당,16959,39.0814,55205,43735,79.2229
sigungu,강원특별자치도,삼척시,2,김문수,국민의힘,23059,53.1387,55205,43735,79.2229
sigungu,강원특별자치도,삼척시,4,이준석,개혁신당,2961,6.8235,55205,43735,79.2229
sigungu,강원특별자치도,삼척시,5,권영국,민주노동당,370,0.8527,55205,43735,79.2229
sigungu,강원특별자치도,속초시,1,이재명,더불어민주당,23389,44.6202,70334,52747,74.995
sigungu,강원특별자치도,속초시,2,김문수,국민의힘,24910,47.5218,70334,52747,74.995
sigungu,강원특별자치도,속초시,4,이준석,개혁신당,3598,6.8641,70334,52747,74.995
sigungu,강원특별자치도,속초시,5,권영국,민주노동당,470,0.8966,70334,52747,74.995
sigungu,강원특별자치도,양구군,1,이재명,더불어민주당,5706,41.154,17713,13999,79.0323
sigungu,강원특별자치도,양구군,2,김문수,국민의힘,6778,48.8857,17713,13999,79.0323
sigungu,강원특별자치도,양구군,4,이준석,개혁신당,1240,8.9434,17713,13999,79.0323
sigungu,강원특별자치도,양구군,5,권영국,민주노동당,119,0.8583,17713,13999,79.0323
sigungu,강원특별자치도,양양군,1,이재명,더불어민주당,8061,41.2665,24980,19670,78.743
sigungu,강원특별자치도,양양군,2,김문수,국민의힘,10304,52.7491,24980,19670,78.743
sigungu,강원특별자치도,양양군,4,이준석,개혁신당,1017,5.2063,24980,19670,78.743
sigungu,강원특별자치도,양양군,5,권영국,민주노동당,140,0.7167,24980,19670,78.743
sigungu,강원특별자치도,영월군,1,이재명,더불어민주당,11089,42.4736,33250,26302,79.1038
sigungu,강원특별자치도,영월군,2,김문수,국민의힘,13400,51.3253,33250,26302,79.1038
sigungu,강원특별자치도,영월군,4,이준석,개혁신당,1395,5.3432,33250,26302,79.1038
sigungu,강원특별자치도,영월군,5,권영국,민주노동당,187,0.7163,33250,26302,79.1038
sigungu,강원특별자치도,원주시,1,이재명,더불어민주당,113158,47.7408,309973,238713,77.0109
sigungu,강원특별자치도,원주시,2,김문수,국민의힘,100988,42.6063,309973,238713,77.0109
sigungu,강원특별자치도,원주시,4,이준석,개혁신당,20200,8.5223,309973,238713,77.0109
sigungu,강원특별자치도,원주시,5,권영국,민주노동당,2427,1.0239,309973,238713,77.0109
sigungu,강원특별자치도,인제군,1,이재명,더불어민주당,9136,42.6338,27383,21666,79.1221
sigungu,강원특별자치도,인제군,2,김문수,국민의힘,10099,47.1277,27383,21666,79.1221
sigungu,강원특별자치도,인제군,4,이준석,개혁신당,1964,9.1652,27383,21666,79.1221
sigungu,강원특별자치도,인제군,5,권영국,민주노동당,185,0.8633,27383,21666,79.1221
sigungu,강원특별자치도,정선군,1,이재명,더불어민주당,10241,42.959,30577,24019,78.5525
sigungu,강원특별자치도,정선군,2,김문수,국민의힘,12195,51.1557,30577,24019,78.5525
sigungu,강원특별자치도,정선군,4,이준석,개혁신당,1219,5.1135,30577,24019,78.5525
sigungu,강원특별자치도,정선군,5,권영국,민주노동당,155,0.6502,30577,24019,78.5525
sigungu,강원특별자치도,철원군,1,이재명,더불어민주당,11189,41.7593,35356,27047,76.499
sigungu,강원특별자치도,철원군,2,김문수,국민의힘,13232,49.3842,35356,27047,76.499
sigungu,강원특별자치도,철원군,4,이준석,개혁신당,2128,7.9421,35356,27047,76.499
sigungu,강원특별자치도,철원군,5,권영국,민주노동당,205,0.7651,35356,27047,76.499
sigungu,강원특별자치도,춘천시,1,이재명,더불어민주당,89204,46.1592,247155,194624,78.7457
sigungu,강원특별자치도,춘천시,2,김문수,국민의힘,83911,43.4203,247155,194624,78.7457
sigungu,강원특별자치도,춘천시,4,이준석,개혁신당,17805,9.2133,247155,194624,78.7457
sigungu,강원특별자치도,춘천시,5,권영국,민주노동당,2146,1.1105,247155,194624,78.7457
sigungu,강원특별자치도,태백시,1,이재명,더불어민주당,10894,42.2035,33422,25989,77.7602
sigungu,강원특별자치도,태백시,2,김문수,국민의힘,13277,51.4353,33422,25989,77.7602
sigungu,강원특별자치도,태백시,4,이준석,개혁신당,1430,5.5398,33422,25989,77.7602
sigungu,강원특별자치도,태백시,5,권영국,민주노동당,192,0.7438,33422,25989,77.7602
sigungu,강원특별자치도,평창군,1,이재명,더불어민주당,11594,40.6664,36753,28718,78.1378
sigungu,강원특별자치도,평창군,2,김문수,국민의힘,14937,52.3921,36753,28718,78.1378
sigungu,강원특별자치도,평창군,4,이준석,개혁신당,1728,6.061,36753,28718,78.1378
sigungu,강원특별자치도,평창군,5,권영국,민주노동당,224,0.7857,36753,28718,78.1378
sigungu,강원특별자치도,홍천군,1,이재명,더불어민주당,19301,41.7716,59907,46624,77.8273
sigungu,강원특별자치도,홍천군,2,김문수,국민의힘,23549,50.9652,59907,46624,77.8273
sigungu,강원특별자치도,홍천군,4,이준석,개혁신당,2962,6.4104,59907,46624,77.8273
sigungu,강원특별자치도,홍천군,5,권영국,민주노동당,335,0.725,59907,46624,77.8273
sigungu,강원특별자치도,화천군,1,이재명,더불어민주당,6260,40.1823,20014,15736,78.625
sigungu,강원특별자치도,화천군,2,김문수,국민의힘,7734,49.6438,20014,15736,78.625
sigungu,강원특별자치도,화천군,4,이준석,개혁신당,1401,8.9929,20014,15736,78.625
sigungu,강원특별자치도,화천군,5,권영국,민주노동당,157,1.0078,20014,15736,78.625
sigungu,강원특별자치도,횡성군,1,이재명,더불어민주당,13347,40.9455,41725,32863,78.7609
sigungu,강원특별자치도,횡성군,2,김문수,국민의힘,17208,52.7901,41725,32863,78.7609
sigungu,강원특별자치도,횡성군,4,이준석,개혁신당,1769,5.4269,41725,32863,78.7609
sigungu,강원특별자치도,횡성군,5,권영국,민주노동당,237,0.7271,41725,32863,78.7609
sigungu,경기도,가평군,1,이재명,더불어민주당,17945,41.4281,56266,43652,77.5815
sigungu,경기도,가평군,2,김문수,국민의힘,22378,51.6622,56266,43652,77.5815
sigungu,경기도,가평군,4,이준석,개혁신당,2619,6.0463,56266,43652,77.5815
sigungu,경기도,가평군,5,권영국,민주노동당,329,0.7595,56266,43652,77.5815
sigungu,경기도,고양시덕양구,1,이재명,더불어민주당,183659,54.1459,424683,341499,80.4127
sigungu,경기도,고양시덕양구,2,김문수,국민의힘,122394,36.0839,424683,341499,80.4127
sigungu,경기도,고양시덕양구,4,이준석,개혁신당,28962,8.5385,424683,341499,80.4127
sigungu,경기도,고양시덕양구,5,권영국,민주노동당,3898,1.1492,424683,341499,80.4127
sigungu,경기도,고양시일산동구,1,이재명,더불어민주당,103306,51.668,255448,201343,78.8196
sigungu,경기도,고양시일산동구,2,김문수,국민의힘,77368,38.6952,255448,201343,78.8196
sigungu,경기도,고양시일산동구,4,이준석,개혁신당,17098,8.5515,255448,201343,78.8196
sigungu,경기도,고양시일산동구,5,권영국,민주노동당,2020,1.0103,255448,201343,78.8196
sigungu,경기도,고양시일산서구,1,이재명,더불어민주당,101911,52.2961,243541,196109,80.524
sigungu,경기도,고양시일산서구,2,김문수,국민의힘,74746,38.3563,243541,196109,80.524
sigungu,경기도,고양시일산서구,4,이준석,개혁신당,16030,8.2259,243541,196109,80.524
sigungu,경기도,고양시일산서구,5,권영국,민주노동당,2030,1.0417,243541,196109,80.524
sigungu,경기도,과천시,1,이재명,더불어민주당,24871,42.4913,68790,58928,85.6636
sigungu,경기도,과천시,2,김문수,국민의힘,26993,46.1167,68790,58928,85.6636
sigungu,경기도,과천시,4,이준석,개혁신당,5843,9.9826,68790,58928,85.6636
sigungu,경기도,과천시,5,권영국,민주노동당,779,1.3309,68790,58928,85.6636
sigungu,경기도,광명시,1,이재명,더불어민주당,107527,53.1612,244138,203585,83.3893
sigungu,경기도,광명시,2,김문수,국민의힘,74375,36.7709,244138,203585,83.3893
sigungu,경기도,광명시,4,이준석,개혁신당,18088,8.9427,244138,203585,83.3893
sigungu,경기도,광명시,5,권영국,민주노동당,2116,1.0461,244138,203585,83.3893
sigungu,경기도,광주시,1,이재명,더불어민주당,144804,55.2949,339630,263384,77.5503
sigungu,경기도,광주시,2,김문수,국민의힘,96824,36.9732,339630,263384,77.5503
sigungu,경기도,광주시,4,이준석,개혁신당,18138,6.9262,339630,263384,77.5503
sigungu,경기도,광주시,5,권영국,민주노동당,1904,0.7271,339630,263384,77.5503
sigungu,경기도,구리시,1,이재명,더불어민주당,66685,51.3451,162776,130757,80.3294
sigungu,경기도,구리시,2,김문수,국민의힘,50865,39.1643,162776,130757,80.3294
sigungu,경기도,구리시,4,이준석,개혁신당,11064,8.5189,162776,130757,80.3294
sigungu,경기도,구리시,5,권영국,민주노동당,1166,0.8978,162776,130757,80.3294
sigungu,경기도,군포시,1,이재명,더불어민주당,95725,52.7966,222936,182598,81.906
sigungu,경기도,군포시,2,김문수,국민의힘,67312,37.1256,222936,182598,81.906
sigungu,경기도,군포시,4,이준석,개혁신당,16293,8.9863,222936,182598,81.906
sigungu,경기도,군포시,5,권영국,민주노동당,1823,1.0055,222936,182598,81.906
sigungu,경기도,김포시,1,이재명,더불어민주당,167675,53.447,398834,315636,79.1397
sigungu,경기도,김포시,2,김문수,국민의힘,117969,37.603,398834,315636,79.1397
sigungu,경기도,김포시,4,이준석,개혁신당,25186,8.0281,398834,315636,79.1397
sigungu,경기도,김포시,5,권영국,민주노동당,2614,0.8332,398834,315636,79.1397
sigungu,경기도,남양주시,1,이재명,더불어민주당,261539,54.2834,617951,484777,78.4491
sigungu,경기도,남양주시,2,김문수,국민의힘,179144,37.182,617951,484777,78.4491
sigungu,경기도,남양주시,4,이준석,개혁신당,36668,7.6106,617951,484777,78.4491
sigungu,경기도,남양주시,5,권영국,민주노동당,4038,0.8381,617951,484777,78.4491
sigungu,경기도,동두천시,1,이재명,더불어민주당,28433,50.6854,76927,56479,73.419
sigungu,경기도,동두천시,2,김문수,국민의힘,23681,42.2144,76927,56479,73.419
sigungu,경기도,동두천시,4,이준석,개혁신당,3515,6.2659,76927,56479,73.419
sigungu,경기도,동두천시,5,권영국,민주노동당,397,0.7077,76927,56479,73.419
sigungu,경기도,부천시소사구,1,이재명,더불어민주당,86560,54.6223,197016,159574,80.9955
sigungu,경기도,부천시소사구,2,김문수,국민의힘,58163,36.7028,197016,159574,80.9955
sigungu,경기도,부천시소사구,4,이준석,개혁신당,11989,7.5655,197016,159574,80.9955
sigungu,경기도,부천시소사구,5,권영국,민주노동당,1619,1.0216,197016,159574,80.9955
sigungu,경기도,부천시오정구,1,이재명,더불어민주당,59047,56.6904,136399,104812,76.8422
sigungu,경기도,부천시오정구,2,김문수,국민의힘,36313,34.8637,136399,104812,76.8422
sigungu,경기도,부천시오정구,4,이준석,개혁신당,7710,7.4023,136399,104812,76.8422
sigungu,경기도,부천시오정구,5,권영국,민주노동당,955,0.9169,136399,104812,76.8422
sigungu,경기도,부천시원미구,1,이재명,더불어민주당,145748,53.69,341688,273444,80.0274
sigungu,경기도,부천시원미구,2,김문수,국민의힘,99296,36.5782,341688,273444,80.0274
sigungu,경기도,부천시원미구,4,이준석,개혁신당,23394,8.6178,341688,273444,80.0274
sigungu,경기도,부천시원미구,5,권영국,민주노동당,2784,1.0256,341688,273444,80.0274
sigungu,경기도,성남시분당구,1,이재명,더불어민주당,146248,44.3078,397014,332152,83.6625
sigungu,경기도,성남시분당구,2,김문수,국민의힘,147997,44.8377,397014,332152,83.6625
sigungu,경기도,성남시분당구,4,이준석,개혁신당,32522,9.853,397014,332152,83.6625
sigungu,경기도,성남시분당구,5,권영국,민주노동당,3090,0.9362,397014,332152,83.6625
sigungu,경기도,성남시수정구,1,이재명,더불어민주당,89700,54.3864,208154,166071,79.7828
sigungu,경기도,성남시수정구,2,김문수,국민의힘,59467,36.0557,208154,166071,79.7828
sigungu,경기도,성남시수정구,4,이준석,개혁신당,14371,8.7133,208154,166071,79.7828
sigungu,경기도,성남시수정구,5,권영국,민주노동당,1277,0.7743,208154,166071,79.7828
sigungu,경기도,성남시중원구,1,이재명,더불어민주당,83821,57.5389,184068,146706,79.7021
sigungu,경기도,성남시중원구,2,김문수,국민의힘,49360,33.8832,184068,146706,79.7021
sigungu,경기도,성남시중원구,4,이준석,개혁신당,11240,7.7157,184068,146706,79.7021
sigungu,경기도,성남시중원구,5,권영국,민주노동당,1118,0.7675,184068,146706,79.7021
sigungu,경기도,수원시권선구,1,이재명,더불어민주당,127809,52.2345,313951,246530,78.525
sigungu,경기도,수원시권선구,2,김문수,국민의힘,91049,37.211,313951,246530,78.525
sigungu,경기도,수원시권선구,4,이준석,개혁신당,23247,9.5009,313951,246530,78.525
sigungu,경기도,수원시권선구,5,권영국,민주노동당,2357,0.9633,313951,246530,78.525
sigungu,경기도,수원시영통구,1,이재명,더불어민주당,122204,49.0998,301242,250748,83.2381
sigungu,경기도,수원시영통구,2,김문수,국민의힘,92635,37.2194,301242,250748,83.2381
sigungu,경기도,수원시영통구,4,이준석,개혁신당,31281,12.5683,301242,250748,83.2381
sigungu,경기도,수원시영통구,5,권영국,민주노동당,2553,1.0258,301242,250748,83.2381
sigungu,경기도,수원시장안구,1,이재명,더불어민주당,98188,51.0524,238889,193748,81.1038
sigungu,경기도,수원시장안구,2,김문수,국민의힘,72781,37.8421,238889,193748,81.1038
sigungu,경기도,수원시장안구,4,이준석,개혁신당,19284,10.0266,238889,193748,81.1038
sigungu,경기도,수원시장안구,5,권영국,민주노동당,1877,0.9759,238889,193748,81.1038
sigungu,경기도,수원시팔달구,1,이재명,더불어민주당,64971,48.907,172558,133880,77.5855
sigungu,경기도,수원시팔달구,2,김문수,국민의힘,52733,39.6948,172558,133880,77.5855
sigungu,경기도,수원시팔달구,4,이준석,개혁신당,13752,10.3518,172558,133880,77.5855
sigungu,경기도,수원시팔달구,5,권영국,민주노동당,1241,0.9342,172558,133880,77.5855
sigungu,경기도,시흥시,1,이재명,더불어민주당,193157,57.1497,433899,340271,78.4217
sigungu,경기도,시흥시,2,김문수,국민의힘,112317,33.2315,433899,340271,78.4217
sigungu,경기도,시흥시,4,이준석,개혁신당,29223,8.6463,433899,340271,78.4217
sigungu,경기도,시흥시,5,권영국,민주노동당,2950,0.8728,433899,340271,78.4217
sigungu,경기도,안산시단원구,1,이재명,더불어민주당,107188,54.7948,255796,197056,77.0364
sigungu,경기도,안산시단원구,2,김문수,국민의힘,68865,35.204,255796,197056,77.0364
sigungu,경기도,안산시단원구,4,이준석,개혁신당,17464,8.9276,255796,197056,77.0364
sigungu,경기도,안산시단원구,5,권영국,민주노동당,1837,0.9391,255796,197056,77.0364
sigungu,경기도,안산시상록구,1,이재명,더불어민주당,120273,55.1628,287897,219638,76.2905
sigungu,경기도,안산시상록구,2,김문수,국민의힘,76645,35.1529,287897,219638,76.2905
sigungu,경기도,안산시상록구,4,이준석,개혁신당,18829,8.6358,287897,219638,76.2905
sigungu,경기도,안산시상록구,5,권영국,민주노동당,2022,0.9274,287897,219638,76.2905
sigungu,경기도,안성시,1,이재명,더불어민주당,64519,50.7492,170398,128072,75.1605
sigungu,경기도,안성시,2,김문수,국민의힘,51929,40.8462,170398,128072,75.1605
sigungu,경기도,안성시,4,이준석,개혁신당,9541,7.5047,170398,128072,75.1605
sigungu,경기도,안성시,5,권영국,민주노동당,1006,0.7913,170398,128072,75.1605
sigungu,경기도,안양시동안구,1,이재명,더불어민주당,118064,50.4041,279415,235876,84.4178
sigungu,경기도,안양시동안구,2,김문수,국민의힘,90041,38.4405,279415,235876,84.4178
sigungu,경기도,안양시동안구,4,이준석,개혁신당,23637,10.0911,279415,235876,84.4178
sigungu,경기도,안양시동안구,5,권영국,민주노동당,2304,0.9836,279415,235876,84.4178
sigungu,경기도,안양시만안구,1,이재명,더불어민주당,86561,51.7861,208500,168381,80.7583
sigungu,경기도,안양시만안구,2,김문수,국민의힘,64294,38.4646,208500,168381,80.7583
sigungu,경기도,안양시만안구,4,이준석,개혁신당,14671,8.7771,208500,168381,80.7583
sigungu,경기도,안양시만안구,5,권영국,민주노동당,1491,0.892,208500,168381,80.7583
sigungu,경기도,양주시,1,이재명,더불어민주당,101884,54.4939,245241,188275,76.7714
sigungu,경기도,양주시,2,김문수,국민의힘,68936,36.8713,245241,188275,76.7714
sigungu,경기도,양주시,4,이준석,개혁신당,14502,7.7566,245241,188275,76.7714
sigungu,경기도,양주시,5,권영국,민주노동당,1443,0.7718,245241,188275,76.7714
sigungu,경기도,양평군,1,이재명,더불어민주당,38679,43.8831,112680,88712,78.7291
sigungu,경기도,양평군,2,김문수,국민의힘,43611,49.4787,112680,88712,78.7291
sigungu,경기도,양평군,4,이준석,개혁신당,5004,5.6773,112680,88712,78.7291
sigungu,경기도,양평군,5,권영국,민주노동당,768,0.8713,112680,88712,78.7291
sigungu,경기도,여주시,1,이재명,더불어민주당,34563,45.1952,101401,77007,75.943
sigungu,경기도,여주시,2,김문수,국민의힘,36480,47.7019,101401,77007,75.943
sigungu,경기도,여주시,4,이준석,개혁신당,4719,6.1706,101401,77007,75.943
sigungu,경기도,여주시,5,권영국,민주노동당,624,0.816,101401,77007,75.943
sigungu,경기도,연천군,1,이재명,더불어민주당,12152,42.7737,36974,28660,77.5139
sigungu,경기도,연천군,2,김문수,국민의힘,13973,49.1834,36974,28660,77.5139
sigungu,경기도,연천군,4,이준석,개혁신당,2011,7.0785,36974,28660,77.5139
sigungu,경기도,연천군,5,권영국,민주노동당,237,0.8342,36974,28660,77.5139
sigungu,경기도,오산시,1,이재명,더불어민주당,84959,54.9249,205448,155805,75.8367
sigungu,경기도,오산시,2,김문수,국민의힘,53092,34.3233,205448,155805,75.8367
sigungu,경기도,오산시,4,이준석,개혁신당,15019,9.7096,205448,155805,75.8367
sigungu,경기도,오산시,5,권영국,민주노동당,1444,0.9335,205448,155805,75.8367
sigungu,경기도,용인시기흥구,1,이재명,더불어민주당,151811,50.7734,366811,300822,82.0101
sigungu,경기도,용인시기흥구,2,김문수,국민의힘,117427,39.2736,366811,300822,82.0101
sigungu,경기도,용인시기흥구,4,이준석,개혁신당,27002,9.0309,366811,300822,82.0101
sigungu,경기도,용인시기흥구,5,권영국,민주노동당,2557,0.8552,366811,300822,82.0101
sigungu,경기도,용인시수지구,1,이재명,더불어민주당,123133,47.7139,309712,259590,83.8166
sigungu,경기도,용인시수지구,2,김문수,국민의힘,107662,41.7189,309712,259590,83.8166
sigungu,경기도,용인시수지구,4,이준석,개혁신당,24709,9.5747,309712,259590,83.8166
sigungu,경기도,용인시수지구,5,권영국,민주노동당,2398,0.9292,309712,259590,83.8166
sigungu,경기도,용인시처인구,1,이재명,더불어민주당,94272,51.1297,241014,185635,77.0225
sigungu,경기도,용인시처인구,2,김문수,국민의힘,72736,39.4494,241014,185635,77.0225
sigungu,경기도,용인시처인구,4,이준석,개혁신당,15623,8.4734,241014,185635,77.0225
sigungu,경기도,용인시처인구,5,권영국,민주노동당,1520,0.8244,241014,185635,77.0225
sigungu,경기도,의왕시,1,이재명,더불어민주당,55305,50.1314,133116,111014,83.3964
sigungu,경기도,의왕시,2,김문수,국민의힘,43930,39.8205,133116,111014,83.3964
sigungu,경기도,의왕시,4,이준석,개혁신당,9920,8.992,133116,111014,83.3964
sigungu,경기도,의왕시,5,권영국,민주노동당,1061,0.9617,133116,111014,83.3964
sigungu,경기도,의정부시,1,이재명,더불어민주당,167551,54.2712,402095,310907,77.3218
sigungu,경기도,의정부시,2,김문수,국민의힘,113085,36.6292,402095,310907,77.3218
sigungu,경기도,의정부시,4,이준석,개혁신당,24918,8.0712,402095,310907,77.3218
sigungu,경기도,의정부시,5,권영국,민주노동당,2881,0.9332,402095,310907,77.3218
sigungu,경기도,이천시,1,이재명,더불어민주당,69247,47.883,191335,145722,76.1607
sigungu,경기도,이천시,2,김문수,국민의힘,61729,42.6845,191335,145722,76.1607
sigungu,경기도,이천시,4,이준석,개혁신당,12272,8.4859,191335,145722,76.1607
sigungu,경기도,이천시,5,권영국,민주노동당,1175,0.8125,191335,145722,76.1607
sigungu,경기도,파주시,1,이재명,더불어민주당,184505,55.2005,433087,336478,77.6929
sigungu,경기도,파주시,2,김문수,국민의힘,120301,35.9919,433087,336478,77.6929
sigungu,경기도,파주시,4,이준석,개혁신당,26026,7.7865,433087,336478,77.6929
sigungu,경기도,파주시,5,권영국,민주노동당,3131,0.9367,433087,336478,77.6929
sigungu,경기도,평택시,1,이재명,더불어민주당,193007,50.8883,506849,381944,75.3566
sigungu,경기도,평택시,2,김문수,국민의힘,147716,38.9468,506849,381944,75.3566
