region_level,region_sido,region_sigungu,sex,age_bucket,electorate,voted,turnout_pct
sigungu,강원특별자치도,화천군,남자,합계,1899,1504,79.2
sigungu,강원특별자치도,화천군,남자,18,11,5,45.5
sigungu,강원특별자치도,화천군,남자,19,22,11,50.0
sigungu,강원특별자치도,화천군,남자,20-24,127,91,71.7
sigungu,강원특별자치도,화천군,남자,25-29,202,135,66.8
sigungu,강원특별자치도,화천군,남자,30-34,197,145,73.6
sigungu,강원특별자치도,화천군,남자,35-39,132,99,75.0
sigungu,강원특별자치도,화천군,남자,40-49,233,189,81.1
sigungu,강원특별자치도,화천군,남자,50-59,315,257,81.6
sigungu,강원특별자치도,화천군,남자,60-69,378,326,86.2
sigungu,강원특별자치도,화천군,남자,70-79,176,162,92.0
sigungu,강원특별자치도,화천군,남자,80+,106,84,79.2
sigungu,강원특별자치도,화천군,여자,합계,1685,1314,78.0
sigungu,강원특별자치도,화천군,여자,18,10,8,80.0
sigungu,강원특별자치도,화천군,여자,19,10,6,60.0
sigungu,강원특별자치도,화천군,여자,20-24,95,64,67.4
sigungu,강원특별자치도,화천군,여자,25-29,109,90,82.6
sigungu,강원특별자치도,화천군,여자,30-34,127,94,74.0
sigungu,강원특별자치도,화천군,여자,35-39,97,65,67.0
sigungu,강원특별자치도,화천군,여자,40-49,185,136,73.5
sigungu,강원특별자치도,화천군,여자,50-59,270,212,78.5
sigungu,강원특별자치도,화천군,여자,60-69,356,312,87.6
sigungu,강원특별자치도,화천군,여자,70-79,209,181,86.6
sigungu,강원특별자치도,화천군,여자,80+,217,146,67.3
sigungu,강원특별자치도,양구군,전체,합계,4050,3200,79.0
sigungu,강원특별자치도,양구군,전체,18,78,57,73.1
sigungu,강원특별자치도,양구군,전체,19,37,24,64.9
sigungu,강원특별자치도,양구군,전체,20-24,168,115,68.5
sigungu,강원특별자치도,양구군,전체,25-29,235,161,68.5
sigungu,강원특별자치도,양구군,전체,30-34,264,191,72.3
sigungu,강원특별자치도,양구군,전체,35-39,179,119,66.5
sigungu,강원특별자치도,양구군,전체,40-49,417,297,71.2
sigungu,강원특별자치도,양구군,전체,50-59,786,635,80.8
sigungu,강원특별자치도,양구군,전체,60-69,1003,898,89.5
sigungu,강원특별자치도,양구군,전체,70-79,515,458,88.9
sigungu,강원특별자치도,양구군,전체,80+,368,245,66.6
sigungu,강원특별자치도,양구군,남자,합계,2114,1692,80.0
sigungu,강원특별자치도,양구군,남자,18,41,27,65.9
sigungu,강원특별자치도,양구군,남자,19,18,12,66.7
sigungu,강원특별자치도,양구군,남자,20-24,101,64,63.4
sigungu,강원특별자치도,양구군,남자,25-29,139,89,64.0
sigungu,강원특별자치도,양구군,남자,30-34,165,125,75.8
sigungu,강원특별자치도,양구군,남자,35-39,104,78,75.0
sigungu,강원특별자치도,양구군,남자,40-49,222,146,65.8
sigungu,강원특별자치도,양구군,남자,50-59,407,329,80.8
sigungu,강원특별자치도,양구군,남자,60-69,547,492,89.9
sigungu,강원특별자치도,양구군,남자,70-79,240,223,92.9
sigungu,강원특별자치도,양구군,남자,80+,130,107,82.3
sigungu,강원특별자치도,양구군,여자,합계,1936,1508,77.9
sigungu,강원특별자치도,양구군,여자,18,37,30,81.1
sigungu,강원특별자치도,양구군,여자,19,19,12,63.2
sigungu,강원특별자치도,양구군,여자,20-24,67,51,76.1
sigungu,강원특별자치도,양구군,여자,25-29,96,72,75.0
sigungu,강원특별자치도,양구군,여자,30-34,99,66,66.7
sigungu,강원특별자치도,양구군,여자,35-39,75,41,54.7
sigungu,강원특별자치도,양구군,여자,40-49,195,151,77.4
sigungu,강원특별자치도,양구군,여자,50-59,379,306,80.7
sigungu,강원특별자치도,양구군,여자,60-69,456,406,89.0
sigungu,강원특별자치도,양구군,여자,70-79,275,235,85.5
sigungu,강원특별자치도,양구군,여자,80+,238,138,58.0
sigungu,강원특별자치도,철원군,전체,합계,2968,2276,76.7
sigungu,강원특별자치도,철원군,전체,18,30,20,66.7
sigungu,강원특별자치도,철원군,전체,19,23,13,56.5
sigungu,강원특별자치도,철원군,전체,20-24,172,113,65.7
sigungu,강원특별자치도,철원군,전체,25-29,204,128,62.7
sigungu,강원특별자치도,철원군,전체,30-34,139,101,72.7
sigungu,강원특별자치도,철원군,전체,35-39,99,67,67.7
sigungu,강원특별자치도,철원군,전체,40-49,313,217,69.3
sigungu,강원특별자치도,철원군,전체,50-59,585,455,77.8
sigungu,강원특별자치도,철원군,전체,60-69,674,579,85.9
sigungu,강원특별자치도,철원군,전체,70-79,396,343,86.6
sigungu,강원특별자치도,철원군,전체,80+,333,240,72.1
sigungu,강원특별자치도,철원군,남자,합계,1525,1156,75.8
sigungu,강원특별자치도,철원군,남자,18,12,6,50.0
sigungu,강원특별자치도,철원군,남자,19,14,6,42.9
sigungu,강원특별자치도,철원군,남자,20-24,97,62,63.9
sigungu,강원특별자치도,철원군,남자,25-29,147,89,60.5
sigungu,강원특별자치도,철원군,남자,30-34,91,63,69.2
sigungu,강원특별자치도,철원군,남자,35-39,60,40,66.7
sigungu,강원특별자치도,철원군,남자,40-49,166,115,69.3
sigungu,강원특별자치도,철원군,남자,50-59,320,248,77.5
sigungu,강원특별자치도,철원군,남자,60-69,335,285,85.1
sigungu,강원특별자치도,철원군,남자,70-79,168,150,89.3
sigungu,강원특별자치도,철원군,남자,80+,115,92,80.0
sigungu,강원특별자치도,철원군,여자,합계,1443,1120,77.6
sigungu,강원특별자치도,철원군,여자,18,18,14,77.8
sigungu,강원특별자치도,철원군,여자,19,9,7,77.8
sigungu,강원특별자치도,철원군,여자,20-24,75,51,68.0
sigungu,강원특별자치도,철원군,여자,25-29,57,39,68.4
sigungu,강원특별자치도,철원군,여자,30-34,48,38,79.2
sigungu,강원특별자치도,철원군,여자,35-39,39,27,69.2
sigungu,강원특별자치도,철원군,여자,40-49,147,102,69.4
sigungu,강원특별자치도,철원군,여자,50-59,265,207,78.1
sigungu,강원특별자치도,철원군,여자,60-69,339,294,86.7
sigungu,강원특별자치도,철원군,여자,70-79,228,193,84.6
sigungu,강원특별자치도,철원군,여자,80+,218,148,67.9
sido,충청북도,,전체,합계,153235,119118,77.7
sido,충청북도,,전체,18,1566,1195,76.3
sido,충청북도,,전체,19,1480,1058,71.5
sido,충청북도,,전체,20-24,7834,5699,72.7
sido,충청북도,,전체,25-29,9106,6469,71.0
sido,충청북도,,전체,30-34,9804,6996,71.4
sido,충청북도,,전체,35-39,9686,6895,71.2
sido,충청북도,,전체,40-49,25242,18615,73.7
sido,충청북도,,전체,50-59,30344,24448,80.6
sido,충청북도,,전체,60-69,30486,26266,86.2
sido,충청북도,,전체,70-79,16778,14686,87.5
sido,충청북도,,전체,80+,10909,6791,62.3
sido,충청북도,,남자,합계,77132,59724,77.4
sido,충청북도,,남자,18,803,576,71.7
sido,충청북도,,남자,19,792,564,71.2
sido,충청북도,,남자,20-24,4325,3057,70.7
sido,충청북도,,남자,25-29,5010,3306,66.0
sido,충청북도,,남자,30-34,5362,3570,66.6
sido,충청북도,,남자,35-39,5042,3494,69.3
sido,충청북도,,남자,40-49,13132,9401,71.6
sido,충청북도,,남자,50-59,15550,12404,79.8
sido,충청북도,,남자,60-69,15509,13437,86.6
sido,충청북도,,남자,70-79,7874,7090,90.0
sido,충청북도,,남자,80+,3733,2825,75.7
sido,충청북도,,여자,합계,76103,59394,78.0
sido,충청북도,,여자,18,763,619,81.1
sido,충청북도,,여자,19,688,494,71.8
sido,충청북도,,여자,20-24,3509,2642,75.3
sido,충청북도,,여자,25-29,4096,3163,77.2
sido,충청북도,,여자,30-34,4442,3426,77.1
sido,충청북도,,여자,35-39,4644,3401,73.2
sido,충청북도,,여자,40-49,12110,9214,76.1
sido,충청북도,,여자,50-59,14794,12044,81.4
sido,충청북도,,여자,60-69,14977,12829,85.7
sido,충청북도,,여자,70-79,8904,7596,85.3
sido,충청북도,,여자,80+,7176,3966,55.3
sigungu,충청북도,청주시상당구,전체,합계,15571,12192,78.3
sigungu,충청북도,청주시상당구,전체,18,238,186,78.2
sigungu,충청북도,청주시상당구,전체,19,204,167,81.9
sigungu,충청북도,청주시상당구,전체,20-24,1022,769,75.2
sigungu,충청북도,청주시상당구,전체,25-29,1029,774,75.2
sigungu,충청북도,청주시상당구,전체,30-34,991,679,68.5
sigungu,충청북도,청주시상당구,전체,35-39,1014,733,72.3
sigungu,충청북도,청주시상당구,전체,40-49,3278,2501,76.3
sigungu,충청북도,청주시상당구,전체,50-59,3442,2822,82.0
sigungu,충청북도,청주시상당구,전체,60-69,2376,2036,85.7
sigungu,충청북도,청주시상당구,전체,70-79,1226,1053,85.9
sigungu,충청북도,청주시상당구,전체,80+,751,472,62.8
sigungu,충청북도,청주시상당구,남자,합계,7514,5828,77.6
sigungu,충청북도,청주시상당구,남자,18,123,91,74.0
sigungu,충청북도,청주시상당구,남자,19,104,83,79.8
sigungu,충청북도,청주시상당구,남자,20-24,541,396,73.2
sigungu,충청북도,청주시상당구,남자,25-29,546,381,69.8
sigungu,충청북도,청주시상당구,남자,30-34,544,350,64.3
sigungu,충청북도,청주시상당구,남자,35-39,498,346,69.5
sigungu,충청북도,청주시상당구,남자,40-49,1559,1166,74.8
sigungu,충청북도,청주시상당구,남자,50-59,1681,1375,81.8
sigungu,충청북도,청주시상당구,남자,60-69,1155,1000,86.6
sigungu,충청북도,청주시상당구,남자,70-79,503,445,88.5
sigungu,충청북도,청주시상당구,남자,80+,260,195,75.0
sigungu,충청북도,청주시상당구,여자,합계,8057,6364,79.0
sigungu,충청북도,청주시상당구,여자,18,115,95,82.6
sigungu,충청북도,청주시상당구,여자,19,100,84,84.0
sigungu,충청북도,청주시상당구,여자,20-24,481,373,77.5
sigungu,충청북도,청주시상당구,여자,25-29,483,393,81.4
sigungu,충청북도,청주시상당구,여자,30-34,447,329,73.6
sigungu,충청북도,청주시상당구,여자,35-39,516,387,75.0
sigungu,충청북도,청주시상당구,여자,40-49,1719,1335,77.7
sigungu,충청북도,청주시상당구,여자,50-59,1761,1447,82.2
sigungu,충청북도,청주시상당구,여자,60-69,1221,1036,84.8
sigungu,충청북도,청주시상당구,여자,70-79,723,608,84.1
sigungu,충청북도,청주시상당구,여자,80+,491,277,56.4
sigungu,충청북도,청주시서원구,전체,합계,17528,13663,77.9
sigungu,충청북도,청주시서원구,전체,18,237,190,80.2
sigungu,충청북도,청주시서원구,전체,19,259,197,76.1
sigungu,충청북도,청주시서원구,전체,20-24,1380,1036,75.1
sigungu,충청북도,청주시서원구,전체,25-29,1379,983,71.3
sigungu,충청북도,청주시서원구,전체,30-34,1275,898,70.4
sigungu,충청북도,청주시서원구,전체,35-39,1046,706,67.5
sigungu,충청북도,청주시서원구,전체,40-49,3244,2443,75.3
sigungu,충청북도,청주시서원구,전체,50-59,3660,2971,81.2
sigungu,충청북도,청주시서원구,전체,60-69,2836,2453,86.5
sigungu,충청북도,청주시서원구,전체,70-79,1527,1329,87.0
sigungu,충청북도,청주시서원구,전체,80+,685,457,66.7
sigungu,충청북도,청주시서원구,남자,합계,8658,6658,76.9
sigungu,충청북도,청주시서원구,남자,18,117,91,77.8
sigungu,충청북도,청주시서원구,남자,19,123,91,74.0
sigungu,충청북도,청주시서원구,남자,20-24,695,512,73.7
sigungu,충청북도,청주시서원구,남자,25-29,727,477,65.6
sigungu,충청북도,청주시서원구,남자,30-34,715,458,64.1
sigungu,충청북도,청주시서원구,남자,35-39,554,378,68.2
sigungu,충청북도,청주시서원구,남자,40-49,1615,1175,72.8
sigungu,충청북도,청주시서원구,남자,50-59,1802,1452,80.6
sigungu,충청북도,청주시서원구,남자,60-69,1351,1185,87.7
sigungu,충청북도,청주시서원구,남자,70-79,696,630,90.5
sigungu,충청북도,청주시서원구,남자,80+,263,209,79.5
sigungu,충청북도,청주시서원구,여자,합계,8870,7005,79.0
sigungu,충청북도,청주시서원구,여자,18,120,99,82.5
sigungu,충청북도,청주시서원구,여자,19,136,106,77.9
sigungu,충청북도,청주시서원구,여자,20-24,685,524,76.5
sigungu,충청북도,청주시서원구,여자,25-29,652,506,77.6
sigungu,충청북도,청주시서원구,여자,30-34,560,440,78.6
sigungu,충청북도,청주시서원구,여자,35-39,492,328,66.7
sigungu,충청북도,청주시서원구,여자,40-49,1629,1268,77.8
sigungu,충청북도,청주시서원구,여자,50-59,1858,1519,81.8
sigungu,충청북도,청주시서원구,여자,60-69,1485,1268,85.4
sigungu,충청북도,청주시서원구,여자,70-79,831,699,84.1
sigungu,충청북도,청주시서원구,여자,80+,422,248,58.8
sigungu,충청북도,청주시흥덕구,전체,합계,22913,17856,77.9
sigungu,충청북도,청주시흥덕구,전체,18,194,143,73.7
sigungu,충청북도,청주시흥덕구,전체,19,199,136,68.3
sigungu,충청북도,청주시흥덕구,전체,20-24,1189,897,75.4
sigungu,충청북도,청주시흥덕구,전체,25-29,1602,1133,70.7
sigungu,충청북도,청주시흥덕구,전체,30-34,2202,1685,76.5
sigungu,충청북도,청주시흥덕구,전체,35-39,2519,1896,75.3
sigungu,충청북도,청주시흥덕구,전체,40-49,4681,3544,75.7
sigungu,충청북도,청주시흥덕구,전체,50-59,4246,3422,80.6
sigungu,충청북도,청주시흥덕구,전체,60-69,3590,3062,85.3
sigungu,충청북도,청주시흥덕구,전체,70-79,1635,1420,86.9
sigungu,충청북도,청주시흥덕구,전체,80+,856,518,60.5
sigungu,충청북도,청주시흥덕구,남자,합계,11604,8976,77.4
sigungu,충청북도,청주시흥덕구,남자,18,101,68,67.3
sigungu,충청북도,청주시흥덕구,남자,19,121,84,69.4
sigungu,충청북도,청주시흥덕구,남자,20-24,649,489,75.3
sigungu,충청북도,청주시흥덕구,남자,25-29,889,594,66.8
sigungu,충청북도,청주시흥덕구,남자,30-34,1109,796,71.8
sigungu,충청북도,청주시흥덕구,남자,35-39,1276,937,73.4
sigungu,충청북도,청주시흥덕구,남자,40-49,2523,1890,74.9
sigungu,충청북도,청주시흥덕구,남자,50-59,2084,1669,80.1
sigungu,충청북도,청주시흥덕구,남자,60-69,1806,1561,86.4
sigungu,충청북도,청주시흥덕구,남자,70-79,775,687,88.6
sigungu,충청북도,청주시흥덕구,남자,80+,271,201,74.2
sigungu,충청북도,청주시흥덕구,여자,합계,11309,8880,78.5
sigungu,충청북도,청주시흥덕구,여자,18,93,75,80.6
sigungu,충청북도,청주시흥덕구,여자,19,78,52,66.7
sigungu,충청북도,청주시흥덕구,여자,20-24,540,408,75.6
sigungu,충청북도,청주시흥덕구,여자,25-29,713,539,75.6
sigungu,충청북도,청주시흥덕구,여자,30-34,1093,889,81.3
sigungu,충청북도,청주시흥덕구,여자,35-39,1243,959,77.2
sigungu,충청북도,청주시흥덕구,여자,40-49,2158,1654,76.6
sigungu,충청북도,청주시흥덕구,여자,50-59,2162,1753,81.1
sigungu,충청북도,청주시흥덕구,여자,60-69,1784,1501,84.1
sigungu,충청북도,청주시흥덕구,여자,70-79,860,733,85.2
sigungu,충청북도,청주시흥덕구,여자,80+,585,317,54.2
sigungu,충청북도,청주시청원구,전체,합계,16250,12764,78.5
sigungu,충청북도,청주시청원구,전체,18,185,143,77.3
sigungu,충청북도,청주시청원구,전체,19,166,117,70.5
sigungu,충청북도,청주시청원구,전체,20-24,828,609,73.6
sigungu,충청북도,청주시청원구,전체,25-29,1226,926,75.5
sigungu,충청북도,청주시청원구,전체,30-34,1700,1285,75.6
sigungu,충청북도,청주시청원구,전체,35-39,1564,1171,74.9
sigungu,충청북도,청주시청원구,전체,40-49,3460,2635,76.2
sigungu,충청북도,청주시청원구,전체,50-59,2777,2298,82.8
sigungu,충청북도,청주시청원구,전체,60-69,2387,2070,86.7
sigungu,충청북도,청주시청원구,전체,70-79,1220,1072,87.9
sigungu,충청북도,청주시청원구,전체,80+,737,438,59.4
sigungu,충청북도,청주시청원구,남자,합계,8089,6313,78.0
sigungu,충청북도,청주시청원구,남자,18,78,55,70.5
sigungu,충청북도,청주시청원구,남자,19,90,65,72.2
sigungu,충청북도,청주시청원구,남자,20-24,446,314,70.4
sigungu,충청북도,청주시청원구,남자,25-29,627,447,71.3
sigungu,충청북도,청주시청원구,남자,30-34,894,649,72.6
sigungu,충청북도,청주시청원구,남자,35-39,802,594,74.1
sigungu,충청북도,청주시청원구,남자,40-49,1835,1362,74.2
sigungu,충청북도,청주시청원구,남자,50-59,1354,1122,82.9
sigungu,충청북도,청주시청원구,남자,60-69,1141,1002,87.8
sigungu,충청북도,청주시청원구,남자,70-79,572,521,91.1
sigungu,충청북도,청주시청원구,남자,80+,250,182,72.8
sigungu,충청북도,청주시청원구,여자,합계,8161,6451,79.0
sigungu,충청북도,청주시청원구,여자,18,107,88,82.2
sigungu,충청북도,청주시청원구,여자,19,76,52,68.4
sigungu,충청북도,청주시청원구,여자,20-24,382,295,77.2
sigungu,충청북도,청주시청원구,여자,25-29,599,479,80.0
sigungu,충청북도,청주시청원구,여자,30-34,806,636,78.9
sigungu,충청북도,청주시청원구,여자,35-39,762,577,75.7
sigungu,충청북도,청주시청원구,여자,40-49,1625,1273,78.3
sigungu,충청북도,청주시청원구,여자,50-59,1423,1176,82.6
sigungu,충청북도,청주시청원구,여자,60-69,1246,1068,85.7
sigungu,충청북도,청주시청원구,여자,70-79,648,551,85.0
sigungu,충청북도,청주시청원구,여자,80+,487,256,52.6
sigungu,충청북도,충주시,전체,합계,14446,11272,78.0
sigungu,충청북도,충주시,전체,18,151,115,76.2
sigungu,충청북도,충주시,전체,19,117,81,69.2
sigungu,충청북도,충주시,전체,20-24,686,496,72.3
sigungu,충청북도,충주시,전체,25-29,708,514,72.6
sigungu,충청북도,충주시,전체,30-34,685,471,68.8
sigungu,충청북도,충주시,전체,35-39,623,409,65.7
sigungu,충청북도,충주시,전체,40-49,1875,1364,72.7
sigungu,충청북도,충주시,전체,50-59,3059,2459,80.4
sigungu,충청북도,충주시,전체,60-69,3334,2863,85.9
sigungu,충청북도,충주시,전체,70-79,1820,1620,89.0
sigungu,충청북도,충주시,전체,80+,1388,880,63.4
sigungu,충청북도,충주시,남자,합계,7139,5540,77.6
sigungu,충청북도,충주시,남자,18,86,61,70.9
sigungu,충청북도,충주시,남자,19,67,47,70.1
sigungu,충청북도,충주시,남자,20-24,390,276,70.8
sigungu,충청북도,충주시,남자,25-29,391,258,66.0
sigungu,충청북도,충주시,남자,30-34,410,264,64.4
sigungu,충청북도,충주시,남자,35-39,345,215,62.3
sigungu,충청북도,충주시,남자,40-49,923,639,69.2
sigungu,충청북도,충주시,남자,50-59,1524,1207,79.2
sigungu,충청북도,충주시,남자,60-69,1700,1454,85.5
sigungu,충청북도,충주시,남자,70-79,805,729,90.6
sigungu,충청북도,충주시,남자,80+,498,390,78.3
sigungu,충청북도,충주시,여자,합계,7307,5732,78.4
sigungu,충청북도,충주시,여자,18,65,54,83.1
sigungu,충청북도,충주시,여자,19,50,34,68.0
sigungu,충청북도,충주시,여자,20-24,296,220,74.3
sigungu,충청북도,충주시,여자,25-29,317,256,80.8
sigungu,충청북도,충주시,여자,30-34,275,207,75.3
sigungu,충청북도,충주시,여자,35-39,278,194,69.8
sigungu,충청북도,충주시,여자,40-49,952,725,76.2
sigungu,충청북도,충주시,여자,50-59,1535,1252,81.6
sigungu,충청북도,충주시,여자,60-69,1634,1409,86.2
sigungu,충청북도,충주시,여자,70-79,1015,891,87.8
sigungu,충청북도,충주시,여자,80+,890,490,55.1
sigungu,충청북도,제천시,전체,합계,11247,8808,78.3
sigungu,충청북도,제천시,전체,18,97,65,67.0
sigungu,충청북도,제천시,전체,19,80,52,65.0
sigungu,충청북도,제천시,전체,20-24,492,358,72.8
sigungu,충청북도,제천시,전체,25-29,618,406,65.7
sigungu,충청북도,제천시,전체,30-34,648,468,72.2
sigungu,충청북도,제천시,전체,35-39,720,516,71.7
sigungu,충청북도,제천시,전체,40-49,1777,1301,73.2
sigungu,충청북도,제천시,전체,50-59,2128,1740,81.8
sigungu,충청북도,제천시,전체,60-69,2397,2086,87.0
sigungu,충청북도,제천시,전체,70-79,1454,1281,88.1
sigungu,충청북도,제천시,전체,80+,836,535,64.0
sigungu,충청북도,제천시,남자,합계,5559,4343,78.1
sigungu,충청북도,제천시,남자,18,51,33,64.7
sigungu,충청북도,제천시,남자,19,40,28,70.0
sigungu,충청북도,제천시,남자,20-24,274,199,72.6
sigungu,충청북도,제천시,남자,25-29,339,197,58.1
sigungu,충청북도,제천시,남자,30-34,358,250,69.8
sigungu,충청북도,제천시,남자,35-39,354,234,66.1
sigungu,충청북도,제천시,남자,40-49,945,677,71.6
sigungu,충청북도,제천시,남자,50-59,1086,888,81.8
sigungu,충청북도,제천시,남자,60-69,1143,990,86.6
sigungu,충청북도,제천시,남자,70-79,687,616,89.7
sigungu,충청북도,제천시,남자,80+,282,231,81.9
sigungu,충청북도,제천시,여자,합계,5688,4465,78.5
sigungu,충청북도,제천시,여자,18,46,32,69.6
sigungu,충청북도,제천시,여자,19,40,24,60.0
sigungu,충청북도,제천시,여자,20-24,218,159,72.9
sigungu,충청북도,제천시,여자,25-29,279,209,74.9
sigungu,충청북도,제천시,여자,30-34,290,218,75.2
sigungu,충청북도,제천시,여자,35-39,366,282,77.0
sigungu,충청북도,제천시,여자,40-49,832,624,75.0
sigungu,충청북도,제천시,여자,50-59,1042,852,81.8
sigungu,충청북도,제천시,여자,60-69,1254,1096,87.4
sigungu,충청북도,제천시,여자,70-79,767,665,86.7
sigungu,충청북도,제천시,여자,80+,554,304,54.9
sigungu,충청북도,단양군,전체,합계,3422,2736,80.0
sigungu,충청북도,단양군,전체,18,13,9,69.2
sigungu,충청북도,단양군,전체,19,16,9,56.3
sigungu,충청북도,단양군,전체,20-24,65,45,69.2
sigungu,충청북도,단양군,전체,25-29,81,56,69.1
sigungu,충청북도,단양군,전체,30-34,69,46,66.7
sigungu,충청북도,단양군,전체,35-39,75,43,57.3
sigungu,충청북도,단양군,전체,40-49,202,125,61.9
sigungu,충청북도,단양군,전체,50-59,575,454,79.0
sigungu,충청북도,단양군,전체,60-69,1176,1034,87.9
sigungu,충청북도,단양군,전체,70-79,659,595,90.3
sigungu,충청북도,단양군,전체,80+,491,320,65.2
sigungu,충청북도,단양군,남자,합계,1693,1381,81.6
sigungu,충청북도,단양군,남자,18,5,2,40.0
sigungu,충청북도,단양군,남자,19,7,4,57.1
sigungu,충청북도,단양군,남자,20-24,33,20,60.6
sigungu,충청북도,단양군,남자,25-29,47,33,70.2
sigungu,충청북도,단양군,남자,30-34,31,17,54.8
sigungu,충청북도,단양군,남자,35-39,40,25,62.5
sigungu,충청북도,단양군,남자,40-49,122,71,58.2
sigungu,충청북도,단양군,남자,50-59,306,232,75.8
sigungu,충청북도,단양군,남자,60-69,632,563,89.1
sigungu,충청북도,단양군,남자,70-79,324,299,92.3
sigungu,충청북도,단양군,남자,80+,146,115,78.8
sigungu,충청북도,단양군,여자,합계,1729,1355,78.4
sigungu,충청북도,단양군,여자,18,8,7,87.5
sigungu,충청북도,단양군,여자,19,9,5,55.6
sigungu,충청북도,단양군,여자,20-24,32,25,78.1
sigungu,충청북도,단양군,여자,25-29,34,23,67.6
sigungu,충청북도,단양군,여자,30-34,38,29,76.3
sigungu,충청북도,단양군,여자,35-39,35,18,51.4
sigungu,충청북도,단양군,여자,40-49,80,54,67.5
sigungu,충청북도,단양군,여자,50-59,269,222,82.5
sigungu,충청북도,단양군,여자,60-69,544,471,86.6
sigungu,충청북도,단양군,여자,70-79,335,296,88.4
sigungu,충청북도,단양군,여자,80+,345,205,59.4
sigungu,충청북도,영동군,전체,합계,5274,4075,77.3
sigungu,충청북도,영동군,전체,18,17,10,58.8
sigungu,충청북도,영동군,전체,19,12,7,58.3
sigungu,충청북도,영동군,전체,20-24,97,73,75.3
sigungu,충청북도,영동군,전체,25-29,102,75,73.5
sigungu,충청북도,영동군,전체,30-34,95,63,66.3
sigungu,충청북도,영동군,전체,35-39,109,65,59.6
sigungu,충청북도,영동군,전체,40-49,333,210,63.1
sigungu,충청북도,영동군,전체,50-59,857,660,77.0
sigungu,충청북도,영동군,전체,60-69,1650,1411,85.5
sigungu,충청북도,영동군,전체,70-79,1111,984,88.6
sigungu,충청북도,영동군,전체,80+,891,517,58.0
sigungu,충청북도,영동군,남자,합계,2677,2134,79.7
sigungu,충청북도,영동군,남자,18,8,5,62.5
sigungu,충청북도,영동군,남자,19,6,4,66.7
sigungu,충청북도,영동군,남자,20-24,51,36,70.6
sigungu,충청북도,영동군,남자,25-29,63,44,69.8
sigungu,충청북도,영동군,남자,30-34,56,36,64.3
sigungu,충청북도,영동군,남자,35-39,67,43,64.2
sigungu,충청북도,영동군,남자,40-49,203,124,61.1
sigungu,충청북도,영동군,남자,50-59,491,364,74.1
sigungu,충청북도,영동군,남자,60-69,875,751,85.8
sigungu,충청북도,영동군,남자,70-79,539,496,92.0
sigungu,충청북도,영동군,남자,80+,318,231,72.6
sigungu,충청북도,영동군,여자,합계,2597,1941,74.7
sigungu,충청북도,영동군,여자,18,9,5,55.6
sigungu,충청북도,영동군,여자,19,6,3,50.0
sigungu,충청북도,영동군,여자,20-24,46,37,80.4
sigungu,충청북도,영동군,여자,25-29,39,31,79.5
sigungu,충청북도,영동군,여자,30-34,39,27,69.2
sigungu,충청북도,영동군,여자,35-39,42,22,52.4
sigungu,충청북도,영동군,여자,40-49,130,86,66.2
sigungu,충청북도,영동군,여자,50-59,366,296,80.9
sigungu,충청북도,영동군,여자,60-69,775,660,85.2
sigungu,충청북도,영동군,여자,70-79,572,488,85.3
sigungu,충청북도,영동군,여자,80+,573,286,49.9
sigungu,충청북도,보은군,전체,합계,4633,3690,79.6
sigungu,충청북도,보은군,전체,18,17,11,64.7
sigungu,충청북도,보은군,전체,19,21,17,81.0
sigungu,충청북도,보은군,전체,20-24,98,59,60.2
sigungu,충청북도,보은군,전체,25-29,101,67,66.3
sigungu,충청북도,보은군,전체,30-34,87,53,60.9
sigungu,충청북도,보은군,전체,35-39,84,61,72.6
sigungu,충청북도,보은군,전체,40-49,287,198,69.0
sigungu,충청북도,보은군,전체,50-59,748,610,81.6
sigungu,충청북도,보은군,전체,60-69,1476,1293,87.6
sigungu,충청북도,보은군,전체,70-79,967,846,87.5
sigungu,충청북도,보은군,전체,80+,747,475,63.6
sigungu,충청북도,보은군,남자,합계,2341,1918,81.9
sigungu,충청북도,보은군,남자,18,9,7,77.8
sigungu,충청북도,보은군,남자,19,15,12,80.0
sigungu,충청북도,보은군,남자,20-24,52,32,61.5
sigungu,충청북도,보은군,남자,25-29,58,36,62.1
sigungu,충청북도,보은군,남자,30-34,48,28,58.3
sigungu,충청북도,보은군,남자,35-39,57,43,75.4
sigungu,충청북도,보은군,남자,40-49,172,113,65.7
sigungu,충청북도,보은군,남자,50-59,437,348,79.6
sigungu,충청북도,보은군,남자,60-69,787,694,88.2
sigungu,충청북도,보은군,남자,70-79,468,423,90.4
sigungu,충청북도,보은군,남자,80+,238,182,76.5
sigungu,충청북도,보은군,여자,합계,2292,1772,77.3
sigungu,충청북도,보은군,여자,18,8,4,50.0
sigungu,충청북도,보은군,여자,19,6,5,83.3
sigungu,충청북도,보은군,여자,20-24,46,27,58.7
sigungu,충청북도,보은군,여자,25-29,43,31,72.1
sigungu,충청북도,보은군,여자,30-34,39,25,64.1
sigungu,충청북도,보은군,여자,35-39,27,18,66.7
sigungu,충청북도,보은군,여자,40-49,115,85,73.9
sigungu,충청북도,보은군,여자,50-59,311,262,84.2
sigungu,충청북도,보은군,여자,60-69,689,599,86.9
sigungu,충청북도,보은군,여자,70-79,499,423,84.8
sigungu,충청북도,보은군,여자,80+,509,293,57.6
sigungu,충청북도,옥천군,전체,합계,8959,7070,78.9
sigungu,충청북도,옥천군,전체,18,111,90,81.1
