region_level,region_sido,region_sigungu,sex,age_bucket,electorate,voted,turnout_pct
sido,서울특별시,,전체,합계,806593,646726,80.2
sido,서울특별시,,전체,18,7589,5877,77.4
sido,서울특별시,,전체,19,7618,5935,77.9
sido,서울특별시,,전체,20-24,48918,37701,77.1
sido,서울특별시,,전체,25-29,73672,57051,77.4
sido,서울특별시,,전체,30-34,78309,61128,78.1
sido,서울특별시,,전체,35-39,64138,49570,77.3
sido,서울특별시,,전체,40-49,137172,106308,77.5
sido,서울특별시,,전체,50-59,145074,118290,81.5
sido,서울특별시,,전체,60-69,126856,109498,86.3
sido,서울특별시,,전체,70-79,77383,67905,87.8
sido,서울특별시,,전체,80+,39864,27463,68.9
sido,서울특별시,,남자,합계,385602,305124,79.1
sido,서울특별시,,남자,18,3826,2892,75.6
sido,서울특별시,,남자,19,3782,2897,76.6
sido,서울특별시,,남자,20-24,23169,17250,74.5
sido,서울특별시,,남자,25-29,34689,25241,72.8
sido,서울특별시,,남자,30-34,38836,28765,74.1
sido,서울특별시,,남자,35-39,32005,24079,75.2
sido,서울특별시,,남자,40-49,67468,51392,76.2
sido,서울특별시,,남자,50-59,71691,57876,80.7
sido,서울특별시,,남자,60-69,59939,51560,86.0
sido,서울특별시,,남자,70-79,34583,30929,89.4
sido,서울특별시,,남자,80+,15614,12243,78.4
sido,서울특별시,,여자,합계,420991,341602,81.1
sido,서울특별시,,여자,18,3763,2985,79.3
sido,서울특별시,,여자,19,3836,3038,79.2
sido,서울특별시,,여자,20-24,25749,20451,79.4
sido,서울특별시,,여자,25-29,38983,31810,81.6
sido,서울특별시,,여자,30-34,39473,32363,82.0
sido,서울특별시,,여자,35-39,32133,25491,79.3
sido,서울특별시,,여자,40-49,69704,54916,78.8
sido,서울특별시,,여자,50-59,73383,60414,82.3
sido,서울특별시,,여자,60-69,66917,57938,86.6
sido,서울특별시,,여자,70-79,42800,36976,86.4
sido,서울특별시,,여자,80+,24250,15220,62.8
sigungu,서울특별시,종로구,전체,합계,11543,9135,79.1
sigungu,서울특별시,종로구,전체,18,103,86,83.5
sigungu,서울특별시,종로구,전체,19,123,103,83.7
sigungu,서울특별시,종로구,전체,20-24,900,732,81.3
sigungu,서울특별시,종로구,전체,25-29,1108,866,78.2
sigungu,서울특별시,종로구,전체,30-34,1058,815,77.0
sigungu,서울특별시,종로구,전체,35-39,687,515,75.0
sigungu,서울특별시,종로구,전체,40-49,1610,1217,75.6
sigungu,서울특별시,종로구,전체,50-59,2193,1755,80.0
sigungu,서울특별시,종로구,전체,60-69,1804,1520,84.3
sigungu,서울특별시,종로구,전체,70-79,1169,1006,86.1
sigungu,서울특별시,종로구,전체,80+,788,520,66.0
sigungu,서울특별시,종로구,남자,합계,5471,4247,77.6
sigungu,서울특별시,종로구,남자,18,45,36,80.0
sigungu,서울특별시,종로구,남자,19,64,52,81.3
sigungu,서울특별시,종로구,남자,20-24,408,320,78.4
sigungu,서울특별시,종로구,남자,25-29,555,424,76.4
sigungu,서울특별시,종로구,남자,30-34,510,372,72.9
sigungu,서울특별시,종로구,남자,35-39,345,251,72.8
sigungu,서울특별시,종로구,남자,40-49,793,570,71.9
sigungu,서울특별시,종로구,남자,50-59,1067,838,78.5
sigungu,서울특별시,종로구,남자,60-69,875,722,82.5
sigungu,서울특별시,종로구,남자,70-79,502,439,87.5
sigungu,서울특별시,종로구,남자,80+,307,223,72.6
sigungu,서울특별시,종로구,여자,합계,6072,4888,80.5
sigungu,서울특별시,종로구,여자,18,58,50,86.2
sigungu,서울특별시,종로구,여자,19,59,51,86.4
sigungu,서울특별시,종로구,여자,20-24,492,412,83.7
sigungu,서울특별시,종로구,여자,25-29,553,442,79.9
sigungu,서울특별시,종로구,여자,30-34,548,443,80.8
sigungu,서울특별시,종로구,여자,35-39,342,264,77.2
sigungu,서울특별시,종로구,여자,40-49,817,647,79.2
sigungu,서울특별시,종로구,여자,50-59,1126,917,81.4
sigungu,서울특별시,종로구,여자,60-69,929,798,85.9
sigungu,서울특별시,종로구,여자,70-79,667,567,85.0
sigungu,서울특별시,종로구,여자,80+,481,297,61.7
sigungu,서울특별시,중구,전체,합계,9268,7218,77.9
sigungu,서울특별시,중구,전체,18,78,61,78.2
sigungu,서울특별시,중구,전체,19,91,66,72.5
sigungu,서울특별시,중구,전체,20-24,540,410,75.9
sigungu,서울특별시,중구,전체,25-29,742,545,73.5
sigungu,서울특별시,중구,전체,30-34,771,588,76.3
sigungu,서울특별시,중구,전체,35-39,610,448,73.4
sigungu,서울특별시,중구,전체,40-49,1302,950,73.0
sigungu,서울특별시,중구,전체,50-59,1684,1313,78.0
sigungu,서울특별시,중구,전체,60-69,1648,1390,84.3
sigungu,서울특별시,중구,전체,70-79,1101,964,87.6
sigungu,서울특별시,중구,전체,80+,701,483,68.9
sigungu,서울특별시,중구,남자,합계,4246,3227,76.0
sigungu,서울특별시,중구,남자,18,36,28,77.8
sigungu,서울특별시,중구,남자,19,39,28,71.8
sigungu,서울특별시,중구,남자,20-24,238,171,71.8
sigungu,서울특별시,중구,남자,25-29,360,243,67.5
sigungu,서울특별시,중구,남자,30-34,398,301,75.6
sigungu,서울특별시,중구,남자,35-39,304,212,69.7
sigungu,서울특별시,중구,남자,40-49,615,445,72.4
sigungu,서울특별시,중구,남자,50-59,792,591,74.6
sigungu,서울특별시,중구,남자,60-69,749,611,81.6
sigungu,서울특별시,중구,남자,70-79,476,410,86.1
sigungu,서울특별시,중구,남자,80+,239,187,78.2
sigungu,서울특별시,중구,여자,합계,5022,3991,79.5
sigungu,서울특별시,중구,여자,18,42,33,78.6
sigungu,서울특별시,중구,여자,19,52,38,73.1
sigungu,서울특별시,중구,여자,20-24,302,239,79.1
sigungu,서울특별시,중구,여자,25-29,382,302,79.1
sigungu,서울특별시,중구,여자,30-34,373,287,76.9
sigungu,서울특별시,중구,여자,35-39,306,236,77.1
sigungu,서울특별시,중구,여자,40-49,687,505,73.5
sigungu,서울특별시,중구,여자,50-59,892,722,80.9
sigungu,서울특별시,중구,여자,60-69,899,779,86.7
sigungu,서울특별시,중구,여자,70-79,625,554,88.6
sigungu,서울특별시,중구,여자,80+,462,296,64.1
sigungu,서울특별시,용산구,전체,합계,19188,15060,78.5
sigungu,서울특별시,용산구,전체,18,170,130,76.5
sigungu,서울특별시,용산구,전체,19,180,126,70.0
sigungu,서울특별시,용산구,전체,20-24,1192,910,76.3
sigungu,서울특별시,용산구,전체,25-29,1861,1457,78.3
sigungu,서울특별시,용산구,전체,30-34,2214,1730,78.1
sigungu,서울특별시,용산구,전체,35-39,1533,1171,76.4
sigungu,서울특별시,용산구,전체,40-49,3272,2500,76.4
sigungu,서울특별시,용산구,전체,50-59,3366,2626,78.0
sigungu,서울특별시,용산구,전체,60-69,2841,2388,84.1
sigungu,서울특별시,용산구,전체,70-79,1604,1373,85.6
sigungu,서울특별시,용산구,전체,80+,955,649,68.0
sigungu,서울특별시,용산구,남자,합계,9331,7209,77.3
sigungu,서울특별시,용산구,남자,18,93,70,75.3
sigungu,서울특별시,용산구,남자,19,80,60,75.0
sigungu,서울특별시,용산구,남자,20-24,531,406,76.5
sigungu,서울특별시,용산구,남자,25-29,794,584,73.6
sigungu,서울특별시,용산구,남자,30-34,1068,799,74.8
sigungu,서울특별시,용산구,남자,35-39,779,581,74.6
sigungu,서울특별시,용산구,남자,40-49,1627,1223,75.2
sigungu,서울특별시,용산구,남자,50-59,1716,1301,75.8
sigungu,서울특별시,용산구,남자,60-69,1502,1232,82.0
sigungu,서울특별시,용산구,남자,70-79,744,645,86.7
sigungu,서울특별시,용산구,남자,80+,397,308,77.6
sigungu,서울특별시,용산구,여자,합계,9857,7851,79.6
sigungu,서울특별시,용산구,여자,18,77,60,77.9
sigungu,서울특별시,용산구,여자,19,100,66,66.0
sigungu,서울특별시,용산구,여자,20-24,661,504,76.2
sigungu,서울특별시,용산구,여자,25-29,1067,873,81.8
sigungu,서울특별시,용산구,여자,30-34,1146,931,81.2
sigungu,서울특별시,용산구,여자,35-39,754,590,78.2
sigungu,서울특별시,용산구,여자,40-49,1645,1277,77.6
sigungu,서울특별시,용산구,여자,50-59,1650,1325,80.3
sigungu,서울특별시,용산구,여자,60-69,1339,1156,86.3
sigungu,서울특별시,용산구,여자,70-79,860,728,84.7
sigungu,서울특별시,용산구,여자,80+,558,341,61.1
sigungu,서울특별시,성동구,전체,합계,25787,20685,80.2
sigungu,서울특별시,성동구,전체,18,190,154,81.1
sigungu,서울특별시,성동구,전체,19,206,156,75.7
sigungu,서울특별시,성동구,전체,20-24,1346,1023,76.0
sigungu,서울특별시,성동구,전체,25-29,2015,1562,77.5
sigungu,서울특별시,성동구,전체,30-34,2530,1974,78.0
sigungu,서울특별시,성동구,전체,35-39,2433,1906,78.3
sigungu,서울특별시,성동구,전체,40-49,4281,3311,77.3
sigungu,서울특별시,성동구,전체,50-59,4675,3869,82.8
sigungu,서울특별시,성동구,전체,60-69,4215,3632,86.2
sigungu,서울특별시,성동구,전체,70-79,2500,2186,87.4
sigungu,서울특별시,성동구,전체,80+,1396,912,65.3
sigungu,서울특별시,성동구,남자,합계,12143,9720,80.0
sigungu,서울특별시,성동구,남자,18,96,79,82.3
sigungu,서울특별시,성동구,남자,19,103,75,72.8
sigungu,서울특별시,성동구,남자,20-24,658,488,74.2
sigungu,서울특별시,성동구,남자,25-29,942,693,73.6
sigungu,서울특별시,성동구,남자,30-34,1209,902,74.6
sigungu,서울특별시,성동구,남자,35-39,1236,964,78.0
sigungu,서울특별시,성동구,남자,40-49,2083,1619,77.7
sigungu,서울특별시,성동구,남자,50-59,2229,1825,81.9
sigungu,서울특별시,성동구,남자,60-69,1980,1709,86.3
sigungu,서울특별시,성동구,남자,70-79,1102,976,88.6
sigungu,서울특별시,성동구,남자,80+,505,390,77.2
sigungu,서울특별시,성동구,여자,합계,13644,10965,80.4
sigungu,서울특별시,성동구,여자,18,94,75,79.8
sigungu,서울특별시,성동구,여자,19,103,81,78.6
sigungu,서울특별시,성동구,여자,20-24,688,535,77.8
sigungu,서울특별시,성동구,여자,25-29,1073,869,81.0
sigungu,서울특별시,성동구,여자,30-34,1321,1072,81.2
sigungu,서울특별시,성동구,여자,35-39,1197,942,78.7
sigungu,서울특별시,성동구,여자,40-49,2198,1692,77.0
sigungu,서울특별시,성동구,여자,50-59,2446,2044,83.6
sigungu,서울특별시,성동구,여자,60-69,2235,1923,86.0
sigungu,서울특별시,성동구,여자,70-79,1398,1210,86.6
sigungu,서울특별시,성동구,여자,80+,891,522,58.6
sigungu,서울특별시,광진구,전체,합계,28814,22790,79.1
sigungu,서울특별시,광진구,전체,18,219,164,74.9
sigungu,서울특별시,광진구,전체,19,200,149,74.5
sigungu,서울특별시,광진구,전체,20-24,1840,1405,76.4
sigungu,서울특별시,광진구,전체,25-29,3150,2397,76.1
sigungu,서울특별시,광진구,전체,30-34,3033,2336,77.0
sigungu,서울특별시,광진구,전체,35-39,2296,1719,74.9
sigungu,서울특별시,광진구,전체,40-49,4178,3168,75.8
sigungu,서울특별시,광진구,전체,50-59,5004,3991,79.8
sigungu,서울특별시,광진구,전체,60-69,4856,4196,86.4
sigungu,서울특별시,광진구,전체,70-79,2672,2349,87.9
sigungu,서울특별시,광진구,전체,80+,1366,916,67.1
sigungu,서울특별시,광진구,남자,합계,13679,10581,77.4
sigungu,서울특별시,광진구,남자,18,99,64,64.6
sigungu,서울특별시,광진구,남자,19,87,62,71.3
sigungu,서울특별시,광진구,남자,20-24,847,618,73.0
sigungu,서울특별시,광진구,남자,25-29,1514,1067,70.5
sigungu,서울특별시,광진구,남자,30-34,1548,1112,71.8
sigungu,서울특별시,광진구,남자,35-39,1180,839,71.1
sigungu,서울특별시,광진구,남자,40-49,2017,1490,73.9
sigungu,서울특별시,광진구,남자,50-59,2378,1865,78.4
sigungu,서울특별시,광진구,남자,60-69,2238,1929,86.2
sigungu,서울특별시,광진구,남자,70-79,1218,1096,90.0
sigungu,서울특별시,광진구,남자,80+,553,439,79.4
sigungu,서울특별시,광진구,여자,합계,15135,12209,80.7
sigungu,서울특별시,광진구,여자,18,120,100,83.3
sigungu,서울특별시,광진구,여자,19,113,87,77.0
sigungu,서울특별시,광진구,여자,20-24,993,787,79.3
sigungu,서울특별시,광진구,여자,25-29,1636,1330,81.3
sigungu,서울특별시,광진구,여자,30-34,1485,1224,82.4
sigungu,서울특별시,광진구,여자,35-39,1116,880,78.9
sigungu,서울특별시,광진구,여자,40-49,2161,1678,77.6
sigungu,서울특별시,광진구,여자,50-59,2626,2126,81.0
sigungu,서울특별시,광진구,여자,60-69,2618,2267,86.6
sigungu,서울특별시,광진구,여자,70-79,1454,1253,86.2
sigungu,서울특별시,광진구,여자,80+,813,477,58.7
sigungu,서울특별시,동대문구,전체,합계,31491,25164,79.9
sigungu,서울특별시,동대문구,전체,18,243,190,78.2
sigungu,서울특별시,동대문구,전체,19,329,250,76.0
sigungu,서울특별시,동대문구,전체,20-24,2476,1981,80.0
sigungu,서울특별시,동대문구,전체,25-29,3192,2501,78.4
sigungu,서울특별시,동대문구,전체,30-34,3171,2420,76.3
sigungu,서울특별시,동대문구,전체,35-39,2570,1987,77.3
sigungu,서울특별시,동대문구,전체,40-49,4578,3486,76.1
sigungu,서울특별시,동대문구,전체,50-59,5183,4120,79.5
sigungu,서울특별시,동대문구,전체,60-69,5024,4349,86.6
sigungu,서울특별시,동대문구,전체,70-79,3094,2727,88.1
sigungu,서울특별시,동대문구,전체,80+,1631,1153,70.7
sigungu,서울특별시,동대문구,남자,합계,15606,12276,78.7
sigungu,서울특별시,동대문구,남자,18,121,87,71.9
sigungu,서울특별시,동대문구,남자,19,157,120,76.4
sigungu,서울특별시,동대문구,남자,20-24,1200,929,77.4
sigungu,서울특별시,동대문구,남자,25-29,1628,1230,75.6
sigungu,서울특별시,동대문구,남자,30-34,1611,1167,72.4
sigungu,서울특별시,동대문구,남자,35-39,1383,1048,75.8
sigungu,서울특별시,동대문구,남자,40-49,2397,1786,74.5
sigungu,서울특별시,동대문구,남자,50-59,2646,2069,78.2
sigungu,서울특별시,동대문구,남자,60-69,2437,2090,85.8
sigungu,서울특별시,동대문구,남자,70-79,1391,1250,89.9
sigungu,서울특별시,동대문구,남자,80+,635,500,78.7
sigungu,서울특별시,동대문구,여자,합계,15885,12888,81.1
sigungu,서울특별시,동대문구,여자,18,122,103,84.4
sigungu,서울특별시,동대문구,여자,19,172,130,75.6
sigungu,서울특별시,동대문구,여자,20-24,1276,1052,82.4
sigungu,서울특별시,동대문구,여자,25-29,1564,1271,81.3
sigungu,서울특별시,동대문구,여자,30-34,1560,1253,80.3
sigungu,서울특별시,동대문구,여자,35-39,1187,939,79.1
sigungu,서울특별시,동대문구,여자,40-49,2181,1700,77.9
sigungu,서울특별시,동대문구,여자,50-59,2537,2051,80.8
sigungu,서울특별시,동대문구,여자,60-69,2587,2259,87.3
sigungu,서울특별시,동대문구,여자,70-79,1703,1477,86.7
sigungu,서울특별시,동대문구,여자,80+,996,653,65.6
sigungu,서울특별시,중랑구,전체,합계,29747,23273,78.2
sigungu,서울특별시,중랑구,전체,18,218,164,75.2
sigungu,서울특별시,중랑구,전체,19,200,153,76.5
sigungu,서울특별시,중랑구,전체,20-24,1479,1085,73.4
sigungu,서울특별시,중랑구,전체,25-29,2361,1702,72.1
sigungu,서울특별시,중랑구,전체,30-34,2707,2087,77.1
sigungu,서울특별시,중랑구,전체,35-39,2253,1693,75.1
sigungu,서울특별시,중랑구,전체,40-49,4445,3259,73.3
sigungu,서울특별시,중랑구,전체,50-59,5458,4305,78.9
sigungu,서울특별시,중랑구,전체,60-69,5529,4706,85.1
sigungu,서울특별시,중랑구,전체,70-79,3421,2979,87.1
sigungu,서울특별시,중랑구,전체,80+,1676,1140,68.0
sigungu,서울특별시,중랑구,남자,합계,14459,11067,76.5
sigungu,서울특별시,중랑구,남자,18,122,89,73.0
sigungu,서울특별시,중랑구,남자,19,104,74,71.2
sigungu,서울특별시,중랑구,남자,20-24,712,489,68.7
sigungu,서울특별시,중랑구,남자,25-29,1157,753,65.1
sigungu,서울특별시,중랑구,남자,30-34,1377,968,70.3
sigungu,서울특별시,중랑구,남자,35-39,1145,833,72.8
sigungu,서울특별시,중랑구,남자,40-49,2300,1650,71.7
sigungu,서울특별시,중랑구,남자,50-59,2729,2126,77.9
sigungu,서울특별시,중랑구,남자,60-69,2623,2204,84.0
sigungu,서울특별시,중랑구,남자,70-79,1555,1386,89.1
sigungu,서울특별시,중랑구,남자,80+,635,495,78.0
sigungu,서울특별시,중랑구,여자,합계,15288,12206,79.8
sigungu,서울특별시,중랑구,여자,18,96,75,78.1
sigungu,서울특별시,중랑구,여자,19,96,79,82.3
sigungu,서울특별시,중랑구,여자,20-24,767,596,77.7
sigungu,서울특별시,중랑구,여자,25-29,1204,949,78.8
sigungu,서울특별시,중랑구,여자,30-34,1330,1119,84.1
sigungu,서울특별시,중랑구,여자,35-39,1108,860,77.6
sigungu,서울특별시,중랑구,여자,40-49,2145,1609,75.0
sigungu,서울특별시,중랑구,여자,50-59,2729,2179,79.8
sigungu,서울특별시,중랑구,여자,60-69,2906,2502,86.1
sigungu,서울특별시,중랑구,여자,70-79,1866,1593,85.4
sigungu,서울특별시,중랑구,여자,80+,1041,645,62.0
sigungu,서울특별시,성북구,전체,합계,31435,25133,80.0
sigungu,서울특별시,성북구,전체,18,356,278,78.1
sigungu,서울특별시,성북구,전체,19,384,316,82.3
sigungu,서울특별시,성북구,전체,20-24,2616,2064,78.9
sigungu,서울특별시,성북구,전체,25-29,2701,2128,78.8
sigungu,서울특별시,성북구,전체,30-34,2510,1929,76.9
sigungu,서울특별시,성북구,전체,35-39,2302,1791,77.8
sigungu,서울특별시,성북구,전체,40-49,5332,4091,76.7
sigungu,서울특별시,성북구,전체,50-59,5879,4789,81.5
sigungu,서울특별시,성북구,전체,60-69,4688,4022,85.8
sigungu,서울특별시,성북구,전체,70-79,2862,2498,87.3
sigungu,서울특별시,성북구,전체,80+,1805,1227,68.0
sigungu,서울특별시,성북구,남자,합계,14739,11602,78.7
sigungu,서울특별시,성북구,남자,18,184,140,76.1
sigungu,서울특별시,성북구,남자,19,174,143,82.2
sigungu,서울특별시,성북구,남자,20-24,1159,876,75.6
sigungu,서울특별시,성북구,남자,25-29,1336,976,73.1
sigungu,서울특별시,성북구,남자,30-34,1266,932,73.6
sigungu,서울특별시,성북구,남자,35-39,1117,838,75.0
sigungu,서울특별시,성북구,남자,40-49,2581,1933,74.9
sigungu,서울특별시,성북구,남자,50-59,2879,2340,81.3
sigungu,서울특별시,성북구,남자,60-69,2134,1820,85.3
sigungu,서울특별시,성북구,남자,70-79,1244,1107,89.0
sigungu,서울특별시,성북구,남자,80+,665,497,74.7
sigungu,서울특별시,성북구,여자,합계,16696,13531,81.0
sigungu,서울특별시,성북구,여자,18,172,138,80.2
sigungu,서울특별시,성북구,여자,19,210,173,82.4
sigungu,서울특별시,성북구,여자,20-24,1457,1188,81.5
sigungu,서울특별시,성북구,여자,25-29,1365,1152,84.4
sigungu,서울특별시,성북구,여자,30-34,1244,997,80.1
sigungu,서울특별시,성북구,여자,35-39,1185,953,80.4
sigungu,서울특별시,성북구,여자,40-49,2751,2158,78.4
sigungu,서울특별시,성북구,여자,50-59,3000,2449,81.6
sigungu,서울특별시,성북구,여자,60-69,2554,2202,86.2
sigungu,서울특별시,성북구,여자,70-79,1618,1391,86.0
sigungu,서울특별시,성북구,여자,80+,1140,730,64.0
sigungu,서울특별시,강북구,전체,합계,22149,17124,77.3
sigungu,서울특별시,강북구,전체,18,212,158,74.5
sigungu,서울특별시,강북구,전체,19,235,181,77.0
sigungu,서울특별시,강북구,전체,20-24,1633,1251,76.6
sigungu,서울특별시,강북구,전체,25-29,1684,1215,72.1
sigungu,서울특별시,강북구,전체,30-34,1527,1098,71.9
sigungu,서울특별시,강북구,전체,35-39,1276,914,71.6
sigungu,서울특별시,강북구,전체,40-49,3322,2405,72.4
sigungu,서울특별시,강북구,전체,50-59,4211,3280,77.9
sigungu,서울특별시,강북구,전체,60-69,3862,3272,84.7
sigungu,서울특별시,강북구,전체,70-79,2722,2332,85.7
sigungu,서울특별시,강북구,전체,80+,1465,1018,69.5
sigungu,서울특별시,강북구,남자,합계,10431,7877,75.5
sigungu,서울특별시,강북구,남자,18,100,77,77.0
sigungu,서울특별시,강북구,남자,19,103,72,69.9
sigungu,서울특별시,강북구,남자,20-24,657,476,72.5
sigungu,서울특별시,강북구,남자,25-29,804,522,64.9
sigungu,서울특별시,강북구,남자,30-34,750,501,66.8
sigungu,서울특별시,강북구,남자,35-39,676,462,68.3
sigungu,서울특별시,강북구,남자,40-49,1705,1188,69.7
sigungu,서울특별시,강북구,남자,50-59,2096,1589,75.8
sigungu,서울특별시,강북구,남자,60-69,1836,1550,84.4
sigungu,서울특별시,강북구,남자,70-79,1126,990,87.9
sigungu,서울특별시,강북구,남자,80+,578,450,77.9
sigungu,서울특별시,강북구,여자,합계,11718,9247,78.9
sigungu,서울특별시,강북구,여자,18,112,81,72.3
sigungu,서울특별시,강북구,여자,19,132,109,82.6
sigungu,서울특별시,강북구,여자,20-24,976,775,79.4
sigungu,서울특별시,강북구,여자,25-29,880,693,78.8
sigungu,서울특별시,강북구,여자,30-34,777,597,76.8
sigungu,서울특별시,강북구,여자,35-39,600,452,75.3
sigungu,서울특별시,강북구,여자,40-49,1617,1217,75.3
sigungu,서울특별시,강북구,여자,50-59,2115,1691,80.0
sigungu,서울특별시,강북구,여자,60-69,2026,1722,85.0
sigungu,서울특별시,강북구,여자,70-79,1596,1342,84.1
sigungu,서울특별시,강북구,여자,80+,887,568,64.0
sigungu,서울특별시,도봉구,전체,합계,27182,21538,79.2
sigungu,서울특별시,도봉구,전체,18,247,193,78.1
sigungu,서울특별시,도봉구,전체,19,258,200,77.5
sigungu,서울특별시,도봉구,전체,20-24,1425,1100,77.2
sigungu,서울특별시,도봉구,전체,25-29,1890,1396,73.9
sigungu,서울특별시,도봉구,전체,30-34,1951,1461,74.9
sigungu,서울특별시,도봉구,전체,35-39,1618,1113,68.8
sigungu,서울특별시,도봉구,전체,40-49,4124,3128,75.8
sigungu,서울특별시,도봉구,전체,50-59,5303,4276,80.6
sigungu,서울특별시,도봉구,전체,60-69,5406,4685,86.7
sigungu,서울특별시,도봉구,전체,70-79,3250,2832,87.1
sigungu,서울특별시,도봉구,전체,80+,1710,1154,67.5
sigungu,서울특별시,도봉구,남자,합계,13242,10362,78.3
sigungu,서울특별시,도봉구,남자,18,124,94,75.8
sigungu,서울특별시,도봉구,남자,19,136,104,76.5
sigungu,서울특별시,도봉구,남자,20-24,712,538,75.6
sigungu,서울특별시,도봉구,남자,25-29,1000,689,68.9
sigungu,서울특별시,도봉구,남자,30-34,1036,718,69.3
sigungu,서울특별시,도봉구,남자,35-39,816,538,65.9
sigungu,서울특별시,도봉구,남자,40-49,2099,1561,74.4
sigungu,서울특별시,도봉구,남자,50-59,2558,2018,78.9
sigungu,서울특별시,도봉구,남자,60-69,2612,2269,86.9
sigungu,서울특별시,도봉구,남자,70-79,1478,1312,88.8
sigungu,서울특별시,도봉구,남자,80+,671,521,77.6
sigungu,서울특별시,도봉구,여자,합계,13940,11176,80.2
sigungu,서울특별시,도봉구,여자,18,123,99,80.5
sigungu,서울특별시,도봉구,여자,19,122,96,78.7
sigungu,서울특별시,도봉구,여자,20-24,713,562,78.8
sigungu,서울특별시,도봉구,여자,25-29,890,707,79.4
sigungu,서울특별시,도봉구,여자,30-34,915,743,81.2
sigungu,서울특별시,도봉구,여자,35-39,802,575,71.7
sigungu,서울특별시,도봉구,여자,40-49,2025,1567,77.4
sigungu,서울특별시,도봉구,여자,50-59,2745,2258,82.3
sigungu,서울특별시,도봉구,여자,60-69,2794,2416,86.5
sigungu,서울특별시,도봉구,여자,70-79,1772,1520,85.8
sigungu,서울특별시,도봉구,여자,80+,1039,633,60.9
sigungu,서울특별시,노원구,전체,합계,43316,35394,81.7
sigungu,서울특별시,노원구,전체,18,484,380,78.5
sigungu,서울특별시,노원구,전체,19,485,389,80.2
sigungu,서울특별시,노원구,전체,20-24,2790,2228,79.9
sigungu,서울특별시,노원구,전체,25-29,3014,2326,77.2
sigungu,서울특별시,노원구,전체,30-34,3237,2567,79.3
sigungu,서울특별시,노원구,전체,35-39,3109,2459,79.1
sigungu,서울특별시,노원구,전체,40-49,7294,5826,79.9
sigungu,서울특별시,노원구,전체,50-59,8368,6996,83.6
sigungu,서울특별시,노원구,전체,60-69,7626,6625,86.9
sigungu,서울특별시,노원구,전체,70-79,4515,3973,88.0
sigungu,서울특별시,노원구,전체,80+,2394,1625,67.9
sigungu,서울특별시,노원구,남자,합계,20306,16451,81.0
sigungu,서울특별시,노원구,남자,18,252,192,76.2
sigungu,서울특별시,노원구,남자,19,238,179,75.2
sigungu,서울특별시,노원구,남자,20-24,1470,1127,76.7
sigungu,서울특별시,노원구,남자,25-29,1517,1108,73.0
sigungu,서울특별시,노원구,남자,30-34,1593,1204,75.6
sigungu,서울특별시,노원구,남자,35-39,1538,1174,76.3
sigungu,서울특별시,노원구,남자,40-49,3507,2759,78.7
sigungu,서울특별시,노원구,남자,50-59,3949,3298,83.5
sigungu,서울특별시,노원구,남자,60-69,3433,2985,87.0
sigungu,서울특별시,노원구,남자,70-79,2001,1798,89.9
sigungu,서울특별시,노원구,남자,80+,808,627,77.6
sigungu,서울특별시,노원구,여자,합계,23010,18943,82.3
sigungu,서울특별시,노원구,여자,18,232,188,81.0
sigungu,서울특별시,노원구,여자,19,247,210,85.0
sigungu,서울특별시,노원구,여자,20-24,1320,1101,83.4
sigungu,서울특별시,노원구,여자,25-29,1497,1218,81.4
sigungu,서울특별시,노원구,여자,30-34,1644,1363,82.9
sigungu,서울특별시,노원구,여자,35-39,1571,1285,81.8
sigungu,서울특별시,노원구,여자,40-49,3787,3067,81.0
sigungu,서울특별시,노원구,여자,50-59,4419,3698,83.7
sigungu,서울특별시,노원구,여자,60-69,4193,3640,86.8
sigungu,서울특별시,노원구,여자,70-79,2514,2175,86.5
sigungu,서울특별시,노원구,여자,80+,1586,998,62.9
sigungu,서울특별시,은평구,전체,합계,42014,33363,79.4
sigungu,서울특별시,은평구,전체,18,454,355,78.2
sigungu,서울특별시,은평구,전체,19,435,348,80.0
sigungu,서울특별시,은평구,전체,20-24,2478,1866,75.3
sigungu,서울특별시,은평구,전체,25-29,3633,2802,77.1
sigungu,서울특별시,은평구,전체,30-34,3807,2918,76.6
sigungu,서울특별시,은평구,전체,35-39,2962,2248,75.9
sigungu,서울특별시,은평구,전체,40-49,7433,5762,77.5
sigungu,서울특별시,은평구,전체,50-59,8063,6573,81.5
sigungu,서울특별시,은평구,전체,60-69,6530,5570,85.3
sigungu,서울특별시,은평구,전체,70-79,4030,3454,85.7
sigungu,서울특별시,은평구,전체,80+,2189,1467,67.0
sigungu,서울특별시,은평구,남자,합계,19259,15064,78.2
sigungu,서울특별시,은평구,남자,18,226,169,74.8
sigungu,서울특별시,은평구,남자,19,234,177,75.6
sigungu,서울특별시,은평구,남자,20-24,1108,777,70.1
sigungu,서울특별시,은평구,남자,25-29,1497,1047,69.9
sigungu,서울특별시,은평구,남자,30-34,1761,1252,71.1
sigungu,서울특별시,은평구,남자,35-39,1411,1016,72.0
sigungu,서울특별시,은평구,남자,40-49,3489,2650,76.0
sigungu,서울특별시,은평구,남자,50-59,3961,3224,81.4
sigungu,서울특별시,은평구,남자,60-69,2950,2522,85.5
sigungu,서울특별시,은평구,남자,70-79,1761,1566,88.9
sigungu,서울특별시,은평구,남자,80+,861,664,77.1
sigungu,서울특별시,은평구,여자,합계,22755,18299,80.4
